iter	RMSE
800	38.93326965
801	38.85854252
802	38.8512352
803	38.82942096
804	38.82201578
805	38.77588769
806	38.67322889
807	38.65007422
808	38.577642
809	38.55329907
810	38.54460461
811	38.45445101
812	38.39757297
813	38.32031263
814	38.2011317
815	38.0912372815	41.66851226
816	41.54839303
817	41.4859086
818	41.45000022
819	41.44063426
820	41.43248109
821	41.33090132
822	41.23752787
823	41.22653305
824	41.17387028
825	41.11486228
82827	37.62382255
828	37.61701013
829	37.52930762
830	37.4346830	40.66572132
831	40.56956237
832	40.46177646
833	40.37438547
834	835	37.25916835	836	37.18823836	837	37.10073837	838	37.075838	40.08156259
839	40.06593982
840	40.00793416
841	39842	36.79240897
843	36.70832987
844	36.67574671
845	36.60155901
846	36.55445321
847	36.4626628
848	36.42570231
849	36.3984504
850	36.30525711
851	36.2996832
852	36.18381304
853	36.1200526
854	36.0612526
855	36.02199492
856	35.99327786
857	35.96087562
858	35.8811995
859	35.80936749
860	35.73327954
861	35.66165921
862	35.65316649
863	35.64495462
864	35.6283029
865	35.56700712
866	35.46268516
867	35.39268845
868	35.36859073
869	35.35779985
870	35.32913564
871	35.26858501
872	35.20394465
873	35.17438354
874	35.09325473
875	35.01395737
876	35.00742363
877	34.99911339
878	34.99030708
879	34.9188303
880	34.88158389
881	34.8126199
882	34.69469901
883	34.61425756
884	34.54549195
885	34.45256543
886	34.3892518
887	34.32414345
888	34.24377626
889	34.14010669
890	34.01977765
891	33.97775091
892	33.96022324
893	33.87461964
894	33.80476651
895	33.75725762
896	33.69819751
897	33.63436059
898	33.61679116
899	33.53281198
900	33.51755581
901	33.4485887
902	33.39482326
903	33.33907271
904	33.21161704
905	33.16015204
906	33.08259309
907	32.99272269
908	32.98524299
909	32.93948668
910	32.84865676
911	32.83734074
912	32.82851082
913	32.77004671
914	32.69307043
915	32.6294018
916	32.5635502
917	32.4742853
918	32.41189561
919	32.32848406
920	32.23428854
921	32.20467127
922	32.15919128
923	32.10255117
924	32.03209679
925	32.00146928
926	31.97147344
927	31.96308952
928	31.88555288
929	31.87724555
930	31.86275975
931	31.80223321
932	31.79466919
933	31.71562045
934	31.62817002
935	31.60374247
936	31.54640164
937	31.45769565
938	31.40890033
939	31.36156856
940	31.33062183
941	31.20846495
942	31.16878703
943	31.10170754
944	31.04781871
945	30.97915642
946	30.93009737
947	30.86206099
948	30.83946236
949	30.77235717
950	30.76506938
951	30.73749236
952	30.70464591
953	30.6220473
954	30.5637635
955	30.49043707
956	30.47495262
957	30.37721932
958	30.31125188
959	30.26161549
960	30.24263257
961	30.17194666
962	30.12439144
963	30.08108872
964	30.00861135
965	29.91938767
966	29.83835868
967	29.77441988
968	29.69314407
969	29.68680995
970	29.6427659
971	29.61781715
972	29.5524075
973	29.46509856
974	29.39126386
975	29.32076247
976	29.26178557
977	29.18819683
978	29.12425384
979	29.06541302
980	29.04640824
981	29.04183467
982	29.00408342
983	28.9539215
984	28.85927511
985	28.84876993
986	28.8368922
987	28.82883226
988	28.77033529
989	28.71310421
990	28.65662284
991	28.65089798
992	28.62175579
993	28.57446749
994	28.51850245
995	28.51074118
996	28.44166892
997	28.40609446
998	28.38164368
999	28.36310883

999	25.52060796

